Month,Day,Interval,Service Level,Call Volume,Abandoned Calls,Abandoned Rate,CCT,Portfolio
May,12.0,10:00,80.49%,825.0,5.0,0.0060999999999999995,313.9,C
May,12.0,10:30,86.07%,873.0,26.0,0.0298,338.41,C
May,12.0,11:00,20.89%,1005.0,43.0,0.042800000000000005,354.53,C
May,12.0,11:30,45.28%,982.0,28.0,0.0285,349.9,C
May,12.0,12:00,46.40%,1048.0,33.0,0.0315,353.7,C
May,12.0,12:30,58.54%,990.0,30.0,0.030299999999999997,357.32,C
May,12.0,13:00,60.18%,1006.0,19.0,0.0189,380.16,C
May,12.0,13:30,50.25%,1038.0,21.0,0.0202,361.59,C
May,12.0,14:00,90.82%,1026.0,13.0,0.0127,378.82,C
May,12.0,14:30,54.56%,1051.0,43.0,0.0409,372.2,C
May,12.0,15:00,70.99%,1045.0,4.0,0.0038,366.31,C
May,12.0,15:30,91.79%,1036.0,13.0,0.0125,370.39,C
May,12.0,16:00,99.60%,1011.0,2.0,0.002,342.44,C
May,12.0,16:30,99.39%,992.0,1.0,0.001,342.61,C
May,12.0,17:00,98.94%,946.0,1.0,0.0011,356.66,C
May,12.0,17:30,98.85%,780.0,0.0,0.0,360.14,C
May,12.0,18:00,99.28%,844.0,5.0,0.0059,343.78,C
May,12.0,18:30,99.19%,740.0,0.0,0.0,349.63,C
May,12.0,19:00,99.04%,625.0,1.0,0.0016,366.32,C
May,12.0,19:30,84.46%,586.0,7.0,0.011899999999999999,347.44,C
May,12.0,20:00,45.06%,503.0,17.0,0.0338,371.63,C
May,12.0,20:30,97.82%,412.0,0.0,0.0,317.31,C
May,12.0,21:00,99.69%,322.0,0.0,0.0,346.28,C
May,12.0,21:30,99.67%,300.0,0.0,0.0,336.92,C
May,12.0,22:00,100.00%,229.0,0.0,0.0,314.56,C
May,12.0,22:30,100.00%,177.0,1.0,0.005600000000000001,320.79,C
May,12.0,23:00,100.00%,166.0,0.0,0.0,306.61,C
May,12.0,23:30,100.00%,108.0,0.0,0.0,345.14,C
May,13.0,0:00,100.00%,73.0,0.0,0.0,364.34,C
May,13.0,0:30,100.00%,48.0,0.0,0.0,319.52,C
May,13.0,1:00,97.37%,38.0,0.0,0.0,291.39,C
May,13.0,1:30,100.00%,31.0,0.0,0.0,282.42,C
May,13.0,2:00,100.00%,22.0,0.0,0.0,373.45,C
May,13.0,2:30,100.00%,23.0,0.0,0.0,277.96,C
May,13.0,3:00,100.00%,10.0,0.0,0.0,280.7,C
May,13.0,3:30,100.00%,10.0,0.0,0.0,209.5,C
May,13.0,4:00,100.00%,11.0,0.0,0.0,433.09,C
May,13.0,4:30,100.00%,7.0,0.0,0.0,293.71,C
May,13.0,5:00,100.00%,13.0,0.0,0.0,246.15,C
May,13.0,5:30,100.00%,11.0,1.0,0.0909,256.1,C
May,13.0,6:00,100.00%,18.0,1.0,0.0556,200.0,C
May,13.0,6:30,98.04%,51.0,0.0,0.0,280.8,C
May,13.0,7:00,97.14%,71.0,1.0,0.0141,277.01,C
May,13.0,7:30,91.85%,137.0,2.0,0.0146,248.82,C
May,13.0,8:00,99.57%,231.0,1.0,0.0043,298.39,C
May,13.0,8:30,88.72%,400.0,1.0,0.0025,304.17,C
May,13.0,9:00,92.94%,510.0,0.0,0.0,311.83,C
May,13.0,9:30,83.67%,654.0,11.0,0.0168,337.52,C
May,13.0,10:00,96.12%,750.0,2.0,0.0027,328.45,C
May,13.0,10:30,88.20%,866.0,10.0,0.0115,322.67,C
May,13.0,11:00,97.62%,926.0,0.0,0.0,320.83,C
May,13.0,11:30,94.00%,939.0,6.0,0.0064,321.48,C
May,13.0,12:00,93.13%,929.0,12.0,0.0129,339.46,C
May,13.0,12:30,49.12%,1000.0,33.0,0.033,337.94,C
May,13.0,13:00,97.24%,946.0,3.0,0.0032,338.73,C
May,13.0,13:30,62.08%,910.0,24.0,0.0264,354.49,C
May,13.0,14:00,71.61%,968.0,3.0,0.0031,357.92,C
May,13.0,14:30,80.62%,943.0,9.0,0.0095,368.24,C
May,13.0,15:00,95.70%,980.0,3.0,0.0031,346.11,C
May,13.0,15:30,99.05%,954.0,2.0,0.0021,337.35,C
May,13.0,16:00,98.27%,930.0,3.0,0.0032,355.43,C
May,13.0,16:30,98.40%,876.0,2.0,0.0023,345.86,C
May,13.0,17:00,98.71%,780.0,2.0,0.0026,361.13,C
May,13.0,17:30,97.06%,786.0,3.0,0.0038,347.62,C
May,13.0,18:00,91.01%,761.0,5.0,0.0066,340.87,C
May,13.0,18:30,97.30%,631.0,2.0,0.0032,341.42,C
May,13.0,19:00,98.97%,584.0,1.0,0.0017000000000000001,346.54,C
May,13.0,19:30,98.76%,483.0,0.0,0.0,329.95,C
May,13.0,20:00,98.58%,425.0,2.0,0.004699999999999999,354.78,C
May,13.0,20:30,99.21%,380.0,1.0,0.0026,328.37,C
May,13.0,21:00,99.70%,331.0,1.0,0.003,310.99,C
May,13.0,21:30,99.68%,309.0,0.0,0.0,325.75,C
May,13.0,22:00,98.72%,235.0,1.0,0.0043,331.68,C
May,13.0,22:30,99.47%,189.0,1.0,0.0053,321.96,C
May,13.0,23:00,100.00%,156.0,0.0,0.0,307.08,C
May,13.0,23:30,100.00%,110.0,0.0,0.0,334.32,C
May,14.0,0:00,100.00%,69.0,0.0,0.0,332.87,C
May,14.0,0:30,100.00%,62.0,2.0,0.0323,372.43,C
May,14.0,1:00,93.33%,30.0,0.0,0.0,366.6,C
May,14.0,1:30,100.00%,28.0,0.0,0.0,372.96,C
May,14.0,2:00,100.00%,25.0,0.0,0.0,313.08,C
May,14.0,2:30,95.65%,23.0,0.0,0.0,266.39,C
May,14.0,3:00,100.00%,10.0,0.0,0.0,297.4,C
May,14.0,3:30,63.64%,12.0,1.0,0.0833,338.91,C
May,14.0,4:00,83.33%,13.0,1.0,0.07690000000000001,219.92,C
May,14.0,4:30,58.33%,15.0,3.0,0.2,300.25,C
May,14.0,5:00,71.43%,8.0,1.0,0.125,345.0,C
May,14.0,5:30,31.25%,19.0,3.0,0.15789999999999998,249.5,C
May,14.0,6:00,87.50%,32.0,0.0,0.0,326.59,C
May,14.0,6:30,97.87%,48.0,1.0,0.0208,226.64,C
May,14.0,7:00,100.00%,91.0,0.0,0.0,267.31,C
May,14.0,7:30,98.61%,144.0,0.0,0.0,247.26,C
May,14.0,8:00,99.23%,261.0,1.0,0.0038,269.2,C
May,14.0,8:30,87.80%,384.0,7.0,0.0182,321.06,C
May,14.0,9:00,82.52%,621.0,9.0,0.014499999999999999,316.86,C
May,14.0,9:30,53.94%,779.0,43.0,0.0552,351.1,C
May,14.0,10:00,32.75%,949.0,42.0,0.0443,339.24,C
May,14.0,10:30,35.78%,976.0,37.0,0.0379,347.66,C
May,14.0,11:00,67.42%,939.0,9.0,0.0096,335.31,C
May,14.0,11:30,85.88%,938.0,10.0,0.010700000000000001,348.26,C
May,14.0,12:00,96.96%,957.0,2.0,0.0021,329.57,C
May,14.0,12:30,99.53%,863.0,3.0,0.0034999999999999996,330.89,C
May,14.0,13:00,98.74%,950.0,1.0,0.0011,335.39,C
May,14.0,13:30,72.70%,993.0,15.0,0.0151,339.96,C
May,14.0,14:00,93.11%,946.0,3.0,0.0032,335.83,C
May,14.0,14:30,99.14%,931.0,4.0,0.0043,351.23,C
May,14.0,15:00,96.61%,976.0,3.0,0.0031,339.31,C
May,14.0,15:30,99.78%,896.0,1.0,0.0011,360.65,C
May,14.0,16:00,99.56%,905.0,1.0,0.0011,341.65,C
May,14.0,16:30,99.89%,875.0,0.0,0.0,354.38,C
May,14.0,22:30,100.00%,178.0,2.0,0.011200000000000002,310.91,C
May,14.0,23:00,100.00%,151.0,0.0,0.0,306.71,C
May,14.0,23:30,100.00%,114.0,0.0,0.0,361.12,C
May,15.0,0:00,100.00%,79.0,0.0,0.0,351.46,C
May,15.0,0:30,98.08%,52.0,0.0,0.0,340.37,C
May,15.0,1:00,97.30%,37.0,0.0,0.0,235.65,C
May,15.0,1:30,100.00%,29.0,0.0,0.0,360.55,C
May,15.0,2:00,100.00%,17.0,0.0,0.0,209.24,C
May,15.0,2:30,100.00%,15.0,0.0,0.0,241.33,C
May,15.0,3:00,100.00%,11.0,0.0,0.0,346.18,C
May,15.0,3:30,100.00%,11.0,0.0,0.0,274.36,C
May,15.0,4:00,100.00%,12.0,0.0,0.0,313.5,C
May,15.0,4:30,100.00%,3.0,0.0,0.0,512.33,C
May,15.0,5:00,100.00%,11.0,0.0,0.0,228.73,C
May,15.0,5:30,100.00%,21.0,0.0,0.0,377.67,C
May,15.0,6:00,97.14%,35.0,0.0,0.0,226.71,C
May,15.0,6:30,89.80%,53.0,4.0,0.0755,287.8,C
May,15.0,7:00,93.27%,106.0,2.0,0.0189,259.97,C
May,15.0,7:30,91.89%,150.0,2.0,0.013300000000000001,269.81,C
May,15.0,8:00,90.35%,259.0,0.0,0.0,295.39,C
May,15.0,8:30,95.62%,368.0,3.0,0.008199999999999999,308.56,C
May,15.0,9:00,96.99%,500.0,2.0,0.004,322.13,C
May,15.0,9:30,95.62%,666.0,4.0,0.006,327.14,C
May,15.0,10:00,94.27%,751.0,1.0,0.0013,324.93,C
May,15.0,10:30,93.68%,815.0,8.0,0.0098,313.23,C
May,15.0,11:00,87.27%,925.0,6.0,0.006500000000000001,323.61,C
May,15.0,11:30,86.60%,978.0,8.0,0.008199999999999999,344.43,C
May,15.0,12:00,95.38%,912.0,2.0,0.0022,337.72,C
May,15.0,12:30,90.50%,931.0,15.0,0.0161,340.79,C
May,15.0,13:00,69.91%,920.0,16.0,0.0174,336.34,C
May,15.0,13:30,35.58%,945.0,40.0,0.042300000000000004,330.05,C
May,15.0,14:00,25.90%,991.0,49.0,0.049400000000000006,341.85,C
May,15.0,14:30,43.29%,1043.0,29.0,0.0278,358.63,C
May,15.0,15:00,96.37%,938.0,1.0,0.0011,333.08,C
May,15.0,15:30,99.07%,861.0,0.0,0.0,351.41,C
May,15.0,16:00,99.90%,961.0,5.0,0.0052,353.94,C
May,15.0,16:30,99.41%,843.0,0.0,0.0,365.74,C
May,15.0,17:00,98.22%,843.0,2.0,0.0024,352.86,C
May,15.0,17:30,99.50%,810.0,3.0,0.0037,340.0,C
May,15.0,18:00,98.83%,685.0,3.0,0.0044,339.39,C
May,15.0,18:30,97.28%,627.0,1.0,0.0016,340.73,C
May,15.0,19:00,94.64%,579.0,1.0,0.0017000000000000001,336.96,C
May,15.0,19:30,47.39%,522.0,43.0,0.0824,359.92,C
May,15.0,20:00,24.24%,508.0,83.0,0.1634,370.92,C
May,15.0,20:30,38.19%,441.0,22.0,0.0499,359.05,C
May,15.0,21:00,95.34%,344.0,1.0,0.0029,362.27,C
May,15.0,21:30,100.00%,283.0,0.0,0.0,354.76,C
May,15.0,22:00,99.56%,229.0,0.0,0.0,339.39,C
May,15.0,22:30,100.00%,168.0,0.0,0.0,331.86,C
May,15.0,23:00,100.00%,127.0,0.0,0.0,377.62,C
May,15.0,23:30,98.95%,95.0,0.0,0.0,305.82,C
May,16.0,0:00,100.00%,69.0,0.0,0.0,404.42,C
May,16.0,0:30,100.00%,43.0,0.0,0.0,335.3,C
May,16.0,1:00,100.00%,35.0,0.0,0.0,401.49,C
May,16.0,1:30,100.00%,27.0,0.0,0.0,306.93,C
May,16.0,2:00,75.00%,17.0,1.0,0.0588,381.13,C
May,16.0,2:30,100.00%,15.0,0.0,0.0,377.33,C
May,16.0,3:00,100.00%,4.0,0.0,0.0,492.0,C
May,16.0,3:30,100.00%,5.0,0.0,0.0,479.6,C
May,16.0,4:00,61.54%,13.0,0.0,0.0,319.85,C
May,16.0,4:30,76.92%,13.0,0.0,0.0,365.46,C
May,16.0,5:00,100.00%,7.0,0.0,0.0,382.57,C
May,16.0,5:30,93.33%,16.0,1.0,0.0625,296.6,C
May,16.0,6:00,100.00%,28.0,0.0,0.0,295.18,C
May,16.0,6:30,89.58%,52.0,4.0,0.07690000000000001,291.88,C
May,16.0,7:00,93.83%,83.0,2.0,0.0241,304.21,C
May,16.0,7:30,86.71%,144.0,1.0,0.0069,267.53,C
May,16.0,8:00,87.55%,253.0,4.0,0.0158,291.71,C
May,16.0,8:30,69.04%,370.0,5.0,0.013500000000000002,314.85,C
May,16.0,9:00,88.20%,503.0,3.0,0.006,327.47,C
May,16.0,9:30,74.52%,593.0,16.0,0.027000000000000003,314.21,C
May,16.0,10:00,83.99%,739.0,2.0,0.0027,362.56,C
May,16.0,10:30,71.68%,851.0,14.0,0.0165,315.87,C
May,16.0,11:00,89.57%,897.0,5.0,0.005600000000000001,330.14,C
May,16.0,11:30,84.66%,926.0,7.0,0.0076,319.33,C
May,16.0,12:00,65.06%,900.0,30.0,0.0333,330.71,C
May,16.0,12:30,40.52%,973.0,45.0,0.0462,331.59,C
May,16.0,13:00,91.05%,933.0,6.0,0.0064,348.3,C
May,16.0,13:30,87.60%,920.0,9.0,0.0098,339.67,C
May,16.0,14:00,59.66%,955.0,18.0,0.018799999999999997,345.61,C
May,16.0,14:30,92.60%,936.0,3.0,0.0032,322.6,C
May,16.0,15:00,43.36%,877.0,33.0,0.037599999999999995,339.78,C
May,16.0,15:30,32.35%,995.0,46.0,0.0462,359.76,C
May,16.0,16:00,83.80%,942.0,4.0,0.0042,345.69,C
May,16.0,16:30,80.15%,917.0,10.0,0.0109,335.38,C
May,16.0,17:00,74.32%,788.0,13.0,0.0165,379.65,C
May,16.0,17:30,93.81%,744.0,1.0,0.0013,353.47,C
May,16.0,18:00,96.21%,636.0,2.0,0.0031,337.26,C
May,16.0,18:30,72.15%,586.0,8.0,0.0137,355.11,C
May,16.0,19:00,96.16%,551.0,4.0,0.0073,337.47,C
May,16.0,19:30,95.89%,438.0,0.0,0.0,352.64,C
May,16.0,20:00,60.06%,369.0,6.0,0.0163,343.61,C
May,16.0,20:30,96.84%,316.0,0.0,0.0,332.11,C
May,16.0,21:00,80.79%,306.0,4.0,0.0131,343.65,C
May,16.0,21:30,96.28%,242.0,0.0,0.0,331.77,C
May,16.0,22:00,91.30%,184.0,0.0,0.0,378.3,C
May,16.0,22:30,99.30%,142.0,0.0,0.0,345.49,C
May,16.0,23:00,100.00%,106.0,0.0,0.0,267.93,C
May,16.0,23:30,100.00%,96.0,0.0,0.0,312.89,C
May,17.0,0:00,100.00%,75.0,0.0,0.0,368.67,C
May,17.0,0:30,100.00%,63.0,0.0,0.0,307.68,C
May,17.0,1:00,86.36%,46.0,2.0,0.0435,383.3,C
May,17.0,1:30,100.00%,25.0,0.0,0.0,302.28,C
May,17.0,2:00,50.00%,20.0,2.0,0.1,347.17,C
May,17.0,2:30,100.00%,6.0,0.0,0.0,499.5,C
May,17.0,3:00,100.00%,10.0,2.0,0.2,516.5,C
May,17.0,3:30,100.00%,11.0,0.0,0.0,461.64,C
May,17.0,4:00,100.00%,4.0,0.0,0.0,162.5,C
May,17.0,4:30,100.00%,10.0,0.0,0.0,250.2,C
May,17.0,5:00,100.00%,2.0,0.0,0.0,882.5,C
May,17.0,5:30,100.00%,9.0,0.0,0.0,364.33,C
May,17.0,6:00,100.00%,23.0,0.0,0.0,289.22,C
May,17.0,6:30,100.00%,29.0,1.0,0.0345,294.0,C
May,17.0,7:00,92.31%,52.0,0.0,0.0,266.87,C
May,17.0,7:30,81.32%,95.0,4.0,0.0421,281.18,C
May,17.0,8:00,88.05%,161.0,2.0,0.0124,296.25,C
May,17.0,8:30,45.45%,212.0,14.0,0.066,315.21,C
May,17.0,9:00,90.83%,342.0,4.0,0.011699999999999999,287.02,C
May,17.0,9:30,33.33%,395.0,32.0,0.081,335.51,C
May,17.0,10:00,84.04%,496.0,1.0,0.002,315.13,C
May,17.0,10:30,98.91%,552.0,2.0,0.0036,333.11,C
May,17.0,11:00,95.35%,626.0,3.0,0.0048,345.5,C
May,17.0,11:30,62.32%,644.0,23.0,0.035699999999999996,353.55,C
May,17.0,12:00,83.90%,622.0,7.0,0.0113,331.76,C
May,17.0,12:30,45.15%,629.0,31.0,0.0493,337.61,C
May,17.0,13:00,80.47%,683.0,7.0,0.0102,322.19,C
May,17.0,13:30,87.36%,626.0,9.0,0.0144,339.71,C
May,17.0,14:00,52.68%,616.0,37.0,0.0601,342.48,C
May,17.0,14:30,75.21%,604.0,3.0,0.005,347.81,C
May,17.0,15:00,95.56%,564.0,1.0,0.0018,339.98,C
May,17.0,15:30,98.92%,555.0,1.0,0.0018,339.49,C
May,17.0,16:00,98.95%,575.0,1.0,0.0017000000000000001,321.31,C
May,17.0,16:30,99.58%,478.0,1.0,0.0021,348.35,C
May,17.0,17:00,97.69%,477.0,0.0,0.0,345.78,C
May,17.0,17:30,99.78%,458.0,2.0,0.0044,339.33,C
May,17.0,18:00,97.11%,453.0,3.0,0.0066,336.61,C
May,17.0,18:30,96.26%,402.0,1.0,0.0025,339.04,C
May,17.0,19:00,94.58%,372.0,3.0,0.008100000000000001,302.28,C
May,17.0,19:30,98.22%,282.0,1.0,0.0034999999999999996,311.51,C
May,17.0,20:00,33.09%,298.0,20.0,0.06709999999999999,336.92,C
May,17.0,20:30,24.71%,283.0,24.0,0.0848,376.41,C
May,17.0,21:00,66.67%,219.0,9.0,0.041100000000000005,356.28,C
May,17.0,21:30,90.91%,176.0,0.0,0.0,348.91,C
May,17.0,22:00,100.00%,124.0,0.0,0.0,315.02,C
May,17.0,22:30,98.28%,116.0,0.0,0.0,298.37,C
May,17.0,23:00,100.00%,83.0,1.0,0.012,310.82,C
May,17.0,23:30,98.73%,79.0,0.0,0.0,409.14,C
May,18.0,0:00,100.00%,43.0,0.0,0.0,303.51,C
May,18.0,0:30,100.00%,35.0,0.0,0.0,325.97,C
May,18.0,1:00,92.59%,28.0,1.0,0.035699999999999996,329.74,C
May,18.0,1:30,96.55%,32.0,3.0,0.09380000000000001,235.62,C
May,18.0,2:00,59.09%,28.0,6.0,0.2143,265.55,C
May,18.0,2:30,29.41%,28.0,11.0,0.39289999999999997,396.65,C
May,18.0,3:00,76.92%,18.0,5.0,0.2778,348.38,C
May,18.0,3:30,100.00%,11.0,0.0,0.0,325.18,C
May,18.0,4:00,100.00%,9.0,0.0,0.0,249.56,C
May,18.0,4:30,100.00%,6.0,0.0,0.0,272.17,C
May,18.0,5:00,100.00%,8.0,0.0,0.0,336.75,C
May,18.0,5:30,100.00%,11.0,0.0,0.0,246.36,C
May,18.0,6:00,100.00%,14.0,0.0,0.0,335.71,C
May,18.0,6:30,95.83%,24.0,0.0,0.0,266.92,C
May,18.0,7:00,100.00%,40.0,0.0,0.0,266.25,C
May,18.0,7:30,100.00%,54.0,1.0,0.018500000000000003,301.81,C
May,18.0,8:00,88.24%,119.0,0.0,0.0,271.14,C
May,18.0,8:30,99.20%,126.0,1.0,0.0079,262.35,C
May,18.0,9:00,100.00%,150.0,0.0,0.0,277.34,C
May,18.0,9:30,97.04%,204.0,1.0,0.0049,281.38,C
May,18.0,10:00,99.25%,267.0,0.0,0.0,285.27,C
May,18.0,10:30,94.31%,287.0,6.0,0.0209,294.91,C
May,18.0,11:00,92.55%,326.0,4.0,0.0123,311.0,C
May,18.0,11:30,52.09%,371.0,12.0,0.0323,325.61,C
May,18.0,12:00,94.78%,402.0,0.0,0.0,319.04,C
May,18.0,12:30,89.55%,406.0,4.0,0.009899999999999999,305.53,C
May,18.0,13:00,72.84%,438.0,22.0,0.050199999999999995,322.63,C
May,18.0,13:30,16.15%,409.0,25.0,0.0611,336.53,C
May,18.0,14:00,60.93%,436.0,6.0,0.0138,331.92,C
May,18.0,14:30,97.77%,451.0,2.0,0.0044,303.92,C
May,18.0,15:00,99.74%,391.0,3.0,0.0077,329.8,C
May,18.0,15:30,98.32%,417.0,0.0,0.0,317.39,C
May,18.0,16:00,97.72%,394.0,0.0,0.0,340.98,C
May,18.0,16:30,100.00%,362.0,0.0,0.0,304.48,C
May,18.0,17:00,99.72%,355.0,1.0,0.0028000000000000004,335.98,C
May,18.0,17:30,99.71%,341.0,0.0,0.0,302.26,C
May,18.0,18:00,94.72%,306.0,3.0,0.0098,341.9,C
May,18.0,18:30,100.00%,273.0,0.0,0.0,305.74,C
May,18.0,19:00,99.58%,236.0,0.0,0.0,358.25,C
May,18.0,19:30,100.00%,252.0,1.0,0.004,342.19,C
May,18.0,20:00,98.54%,207.0,1.0,0.0048,328.38,C
May,18.0,20:30,100.00%,183.0,0.0,0.0,309.97,C
May,18.0,21:00,100.00%,168.0,0.0,0.0,285.92,C
May,18.0,21:30,100.00%,146.0,0.0,0.0,286.21,C
May,18.0,22:00,100.00%,125.0,0.0,0.0,351.19,C
May,18.0,22:30,98.98%,99.0,1.0,0.0101,325.34,C
May,18.0,23:00,100.00%,83.0,0.0,0.0,306.1,C
May,18.0,23:30,100.00%,82.0,0.0,0.0,297.6,C
May,19.0,0:00,100.00%,38.0,0.0,0.0,312.95,C
May,19.0,0:30,97.78%,46.0,1.0,0.0217,325.82,C
May,19.0,1:00,87.88%,34.0,1.0,0.0294,342.0,C
May,19.0,1:30,100.00%,23.0,0.0,0.0,298.26,C
May,19.0,2:00,94.12%,17.0,0.0,0.0,232.53,C
May,19.0,2:30,100.00%,14.0,0.0,0.0,369.29,C
May,19.0,3:00,100.00%,10.0,0.0,0.0,395.1,C
May,19.0,3:30,100.00%,11.0,0.0,0.0,370.91,C
May,19.0,4:00,100.00%,10.0,0.0,0.0,308.1,C
May,19.0,4:30,100.00%,9.0,0.0,0.0,182.22,C
May,19.0,5:00,100.00%,8.0,0.0,0.0,264.5,C
May,19.0,5:30,100.00%,14.0,0.0,0.0,301.14,C
May,19.0,6:00,100.00%,25.0,0.0,0.0,243.84,C
May,19.0,6:30,95.56%,45.0,0.0,0.0,274.53,C
May,19.0,7:00,100.00%,69.0,0.0,0.0,238.26,C
May,19.0,7:30,95.87%,121.0,0.0,0.0,222.91,C
May,19.0,8:00,99.16%,239.0,0.0,0.0,279.1,C
May,19.0,8:30,99.46%,367.0,0.0,0.0,295.11,C
May,19.0,9:00,99.23%,520.0,2.0,0.0038,319.05,C
May,19.0,9:30,99.11%,680.0,3.0,0.0044,321.14,C
May,19.0,10:00,97.13%,810.0,8.0,0.009899999999999999,324.98,C
May,19.0,10:30,88.48%,911.0,8.0,0.0088,326.95,C
May,19.0,11:00,93.75%,1016.0,8.0,0.0079,338.51,C
May,19.0,11:30,69.90%,1048.0,18.0,0.0172,358.62,C
May,19.0,12:00,59.13%,1061.0,31.0,0.0292,349.22,C
May,19.0,12:30,25.59%,1067.0,51.0,0.0478,349.54,C
May,19.0,13:00,46.07%,1046.0,15.0,0.0143,353.8,C
May,19.0,13:30,92.99%,1044.0,2.0,0.0019,356.62,C
May,19.0,14:00,67.18%,1064.0,16.0,0.015,356.41,C
May,19.0,14:30,75.80%,1060.0,23.0,0.0217,357.48,C
May,19.0,15:00,98.64%,1031.0,4.0,0.0039000000000000003,331.11,C
May,19.0,15:30,99.08%,1086.0,1.0,0.0009,337.76,C
May,19.0,16:00,99.25%,1064.0,3.0,0.0028000000000000004,370.16,C
May,19.0,16:30,99.22%,1034.0,2.0,0.0019,360.47,C
May,19.0,17:00,94.65%,936.0,1.0,0.0011,349.14,C
May,19.0,17:30,98.52%,878.0,1.0,0.0011,333.04,C
May,19.0,18:00,93.91%,814.0,9.0,0.0111,345.77,C
May,19.0,18:30,59.66%,726.0,12.0,0.0165,364.04,C
May,19.0,19:00,85.99%,634.0,6.0,0.0095,374.04,C
May,19.0,19:30,77.83%,609.0,9.0,0.0148,347.48,C
May,19.0,20:00,86.11%,513.0,2.0,0.0039000000000000003,349.84,C
May,19.0,20:30,98.77%,410.0,2.0,0.0049,312.31,C
May,19.0,21:00,93.55%,343.0,2.0,0.0058,365.13,C
May,19.0,21:30,99.07%,322.0,1.0,0.0031,319.17,C
May,19.0,22:00,97.83%,232.0,2.0,0.0086,364.56,C
May,19.0,22:30,99.46%,185.0,0.0,0.0,340.09,C
May,19.0,23:00,100.00%,126.0,0.0,0.0,334.63,C
May,19.0,23:30,98.97%,97.0,0.0,0.0,352.14,C
May,20.0,0:00,100.00%,72.0,0.0,0.0,356.86,C
May,20.0,0:30,100.00%,45.0,0.0,0.0,347.89,C
May,20.0,1:00,100.00%,27.0,0.0,0.0,371.0,C
May,20.0,1:30,100.00%,24.0,1.0,0.0417,336.22,C
May,20.0,2:00,71.43%,22.0,1.0,0.0455,329.43,C
May,20.0,2:30,100.00%,15.0,0.0,0.0,383.87,C
May,20.0,3:00,100.00%,15.0,1.0,0.0667,315.0,C
May,20.0,3:30,100.00%,13.0,0.0,0.0,222.08,C
May,20.0,4:00,100.00%,9.0,0.0,0.0,285.33,C
May,20.0,4:30,100.00%,5.0,0.0,0.0,210.0,C
May,20.0,5:00,100.00%,6.0,1.0,0.16670000000000001,342.2,C
May,20.0,5:30,100.00%,13.0,0.0,0.0,317.23,C
May,20.0,6:00,100.00%,30.0,1.0,0.0333,284.21,C
May,20.0,6:30,100.00%,44.0,1.0,0.0227,250.79,C
May,20.0,7:00,98.82%,86.0,1.0,0.0116,292.65,C
May,20.0,7:30,93.71%,143.0,0.0,0.0,275.47,C
May,20.0,8:00,91.51%,261.0,2.0,0.0077,287.0,C
May,20.0,8:30,89.52%,335.0,1.0,0.003,309.69,C
May,20.0,9:00,99.81%,522.0,3.0,0.005699999999999999,308.13,C
May,20.0,9:30,98.91%,644.0,3.0,0.004699999999999999,340.08,C
May,20.0,10:00,98.79%,751.0,5.0,0.0067,318.56,C
May,20.0,10:30,56.42%,853.0,27.0,0.0317,340.97,C
May,20.0,11:00,72.78%,942.0,9.0,0.0096,335.41,C
May,20.0,11:30,95.42%,945.0,7.0,0.0074,349.87,C
May,20.0,12:00,69.00%,985.0,27.0,0.0274,322.09,C
May,20.0,12:30,28.64%,898.0,46.0,0.0512,369.05,C
May,20.0,13:00,59.34%,993.0,24.0,0.0242,359.15,C
May,20.0,13:30,32.56%,925.0,68.0,0.0735,362.39,C
May,20.0,14:00,63.88%,1016.0,11.0,0.0108,366.58,C
May,20.0,14:30,89.11%,961.0,6.0,0.0062,360.74,C
May,20.0,15:00,97.96%,932.0,2.0,0.0021,353.76,C
May,20.0,15:30,98.95%,949.0,0.0,0.0,343.19,C
May,20.0,16:00,99.89%,949.0,2.0,0.0021,354.95,C
May,20.0,16:30,99.46%,925.0,1.0,0.0011,360.47,C
May,20.0,17:00,99.88%,835.0,1.0,0.0012,369.68,C
May,20.0,17:30,99.37%,788.0,0.0,0.0,346.74,C
May,20.0,18:00,97.64%,765.0,2.0,0.0026,356.03,C
May,20.0,18:30,98.79%,661.0,2.0,0.003,336.19,C
May,20.0,19:00,99.30%,574.0,2.0,0.0034999999999999996,363.4,C
May,20.0,19:30,98.67%,528.0,0.0,0.0,335.53,C
May,20.0,20:00,92.04%,470.0,5.0,0.0106,350.64,C
May,20.0,20:30,97.87%,424.0,2.0,0.004699999999999999,344.9,C
May,20.0,21:00,98.88%,361.0,4.0,0.0111,349.13,C
May,20.0,21:30,99.29%,283.0,0.0,0.0,358.52,C
May,20.0,22:00,97.33%,263.0,1.0,0.0038,336.06,C
May,20.0,22:30,98.08%,208.0,0.0,0.0,378.48,C
May,20.0,23:00,100.00%,140.0,0.0,0.0,312.99,C
May,20.0,23:30,100.00%,94.0,0.0,0.0,328.0,C
May,21.0,0:00,98.51%,67.0,0.0,0.0,359.91,C
May,21.0,0:30,100.00%,46.0,0.0,0.0,333.59,C
May,21.0,1:00,100.00%,42.0,0.0,0.0,362.98,C
May,21.0,1:30,100.00%,21.0,0.0,0.0,357.38,C
May,21.0,2:00,100.00%,19.0,0.0,0.0,253.74,C
May,21.0,2:30,97.67%,45.0,2.0,0.0444,173.4,C
May,21.0,3:00,100.00%,20.0,1.0,0.05,318.84,C
