Month,Day,Interval,Service Level,Call Volume,Abandoned Calls,Abandoned Rate,CCT
May,16,18:00,96.21%,636.0,2.0,0.31%,337.26
May,16,18:30,72.15%,586.0,8.0,1.37%,355.11
May,16,19:00,96.16%,551.0,4.0,0.73%,337.47
May,16,19:30,95.89%,438.0,0.0,0.00%,352.64
May,16,20:00,60.06%,369.0,6.0,1.63%,343.61
May,16,20:30,96.84%,316.0,0.0,0.00%,332.11
May,16,21:00,80.79%,306.0,4.0,1.31%,343.65
May,16,21:30,96.28%,242.0,0.0,0.00%,331.77
May,16,22:00,91.30%,184.0,0.0,0.00%,378.3
May,16,22:30,99.30%,142.0,0.0,0.00%,345.49
May,16,23:00,100.00%,106.0,0.0,0.00%,267.93
May,16,23:30,100.00%,96.0,0.0,0.00%,312.89
May,17,0:00,100.00%,75.0,0.0,0.00%,368.67
May,17,0:30,100.00%,63.0,0.0,0.00%,307.68
May,17,1:00,86.36%,46.0,2.0,4.35%,383.3
May,17,1:30,100.00%,25.0,0.0,0.00%,302.28
May,17,2:00,50.00%,20.0,2.0,10.00%,347.17
May,17,2:30,100.00%,6.0,0.0,0.00%,499.5
May,17,3:00,100.00%,10.0,2.0,20.00%,516.5
May,17,3:30,100.00%,11.0,0.0,0.00%,461.64
May,17,4:00,100.00%,4.0,0.0,0.00%,162.5
May,17,4:30,100.00%,10.0,0.0,0.00%,250.2
May,17,5:00,100.00%,2.0,0.0,0.00%,882.5
May,17,5:30,100.00%,9.0,0.0,0.00%,364.33
May,17,6:00,100.00%,23.0,0.0,0.00%,289.22
May,17,6:30,100.00%,29.0,1.0,3.45%,294.0
May,17,7:00,92.31%,52.0,0.0,0.00%,266.87
May,17,7:30,81.32%,95.0,4.0,4.21%,281.18
May,17,8:00,88.05%,161.0,2.0,1.24%,296.25
May,17,8:30,45.45%,212.0,14.0,6.60%,315.21
May,17,9:00,90.83%,342.0,4.0,1.17%,287.02
May,17,9:30,33.33%,395.0,32.0,8.10%,335.51
May,17,10:00,84.04%,496.0,1.0,0.20%,315.13
May,17,10:30,98.91%,552.0,2.0,0.36%,333.11
May,17,11:00,95.35%,626.0,3.0,0.48%,345.5
May,17,11:30,62.32%,644.0,23.0,3.57%,353.55
May,17,12:00,83.90%,622.0,7.0,1.13%,331.76
May,17,12:30,45.15%,629.0,31.0,4.93%,337.61
May,17,13:00,80.47%,683.0,7.0,1.02%,322.19
May,17,13:30,87.36%,626.0,9.0,1.44%,339.71
May,17,14:00,52.68%,616.0,37.0,6.01%,342.48
May,17,14:30,75.21%,604.0,3.0,0.50%,347.81
May,17,15:00,95.56%,564.0,1.0,0.18%,339.98
May,17,15:30,98.92%,555.0,1.0,0.18%,339.49
May,17,16:00,98.95%,575.0,1.0,0.17%,321.31
May,17,16:30,99.58%,478.0,1.0,0.21%,348.35
May,17,17:00,97.69%,477.0,0.0,0.00%,345.78
May,17,17:30,99.78%,458.0,2.0,0.44%,339.33
May,17,18:00,97.11%,453.0,3.0,0.66%,336.61
May,17,18:30,96.26%,402.0,1.0,0.25%,339.04
May,17,19:00,94.58%,372.0,3.0,0.81%,302.28
May,17,19:30,98.22%,282.0,1.0,0.35%,311.51
May,17,20:00,33.09%,298.0,20.0,6.71%,336.92
May,17,20:30,24.71%,283.0,24.0,8.48%,376.41
May,17,21:00,66.67%,219.0,9.0,4.11%,356.28
May,17,21:30,90.91%,176.0,0.0,0.00%,348.91
May,17,22:00,100.00%,124.0,0.0,0.00%,315.02
May,17,22:30,98.28%,116.0,0.0,0.00%,298.37
May,17,23:00,100.00%,83.0,1.0,1.20%,310.82
May,17,23:30,98.73%,79.0,0.0,0.00%,409.14
May,18,0:00,100.00%,43.0,0.0,0.00%,303.51
May,18,0:30,100.00%,35.0,0.0,0.00%,325.97
May,18,1:00,92.59%,28.0,1.0,3.57%,329.74
May,18,1:30,96.55%,32.0,3.0,9.38%,235.62
May,18,2:00,59.09%,28.0,6.0,21.43%,265.55
May,18,2:30,29.41%,28.0,11.0,39.29%,396.65
May,18,3:00,76.92%,18.0,5.0,27.78%,348.38
May,18,3:30,100.00%,11.0,0.0,0.00%,325.18
May,18,4:00,100.00%,9.0,0.0,0.00%,249.56
May,18,4:30,100.00%,6.0,0.0,0.00%,272.17
May,18,5:00,100.00%,8.0,0.0,0.00%,336.75
May,18,5:30,100.00%,11.0,0.0,0.00%,246.36
May,18,6:00,100.00%,14.0,0.0,0.00%,335.71
May,18,6:30,95.83%,24.0,0.0,0.00%,266.92
May,18,7:00,100.00%,40.0,0.0,0.00%,266.25
May,18,7:30,100.00%,54.0,1.0,1.85%,301.81
May,18,8:00,88.24%,119.0,0.0,0.00%,271.14
May,18,8:30,99.20%,126.0,1.0,0.79%,262.35
May,18,9:00,100.00%,150.0,0.0,0.00%,277.34
May,18,9:30,97.04%,204.0,1.0,0.49%,281.38
May,18,10:00,99.25%,267.0,0.0,0.00%,285.27
May,18,10:30,94.31%,287.0,6.0,2.09%,294.91
May,18,11:00,92.55%,326.0,4.0,1.23%,311.0
May,18,11:30,52.09%,371.0,12.0,3.23%,325.61
May,18,12:00,94.78%,402.0,0.0,0.00%,319.04
May,18,12:30,89.55%,406.0,4.0,0.99%,305.53
May,18,13:00,72.84%,438.0,22.0,5.02%,322.63
May,18,13:30,16.15%,409.0,25.0,6.11%,336.53
May,18,14:00,60.93%,436.0,6.0,1.38%,331.92
May,18,14:30,97.77%,451.0,2.0,0.44%,303.92
May,18,15:00,99.74%,391.0,3.0,0.77%,329.8
May,18,15:30,98.32%,417.0,0.0,0.00%,317.39
May,18,16:00,97.72%,394.0,0.0,0.00%,340.98
May,18,16:30,100.00%,362.0,0.0,0.00%,304.48
May,18,17:00,99.72%,355.0,1.0,0.28%,335.98
May,18,17:30,99.71%,341.0,0.0,0.00%,302.26
May,18,18:00,94.72%,306.0,3.0,0.98%,341.9
May,18,18:30,100.00%,273.0,0.0,0.00%,305.74
May,18,19:00,99.58%,236.0,0.0,0.00%,358.25
May,18,19:30,100.00%,252.0,1.0,0.40%,342.19
May,18,20:00,98.54%,207.0,1.0,0.48%,328.38
May,18,20:30,100.00%,183.0,0.0,0.00%,309.97
May,18,21:00,100.00%,168.0,0.0,0.00%,285.92
May,18,21:30,100.00%,146.0,0.0,0.00%,286.21
May,18,22:00,100.00%,125.0,0.0,0.00%,351.19
May,18,22:30,98.98%,99.0,1.0,1.01%,325.34
May,18,23:00,100.00%,83.0,0.0,0.00%,306.1
May,18,23:30,100.00%,82.0,0.0,0.00%,297.6
May,19,0:00,100.00%,38.0,0.0,0.00%,312.95
May,19,0:30,97.78%,46.0,1.0,2.17%,325.82
May,19,1:00,87.88%,34.0,1.0,2.94%,342.0
May,19,1:30,100.00%,23.0,0.0,0.00%,298.26
May,19,2:00,94.12%,17.0,0.0,0.00%,232.53
May,19,2:30,100.00%,14.0,0.0,0.00%,369.29
May,19,3:00,100.00%,10.0,0.0,0.00%,395.1
May,19,3:30,100.00%,11.0,0.0,0.00%,370.91
May,19,4:00,100.00%,10.0,0.0,0.00%,308.1
May,19,4:30,100.00%,9.0,0.0,0.00%,182.22
May,19,5:00,100.00%,8.0,0.0,0.00%,264.5
May,19,5:30,100.00%,14.0,0.0,0.00%,301.14
May,19,6:00,100.00%,25.0,0.0,0.00%,243.84
May,19,6:30,95.56%,45.0,0.0,0.00%,274.53
May,19,7:00,100.00%,69.0,0.0,0.00%,238.26
May,19,7:30,95.87%,121.0,0.0,0.00%,222.91
May,19,8:00,99.16%,239.0,0.0,0.00%,279.1
May,19,8:30,99.46%,367.0,0.0,0.00%,295.11
May,19,9:00,99.23%,520.0,2.0,0.38%,319.05
May,19,9:30,99.11%,680.0,3.0,0.44%,321.14
May,19,10:00,97.13%,810.0,8.0,0.99%,324.98
May,19,10:30,88.48%,911.0,8.0,0.88%,326.95
May,19,11:00,93.75%,1016.0,8.0,0.79%,338.51
May,19,11:30,69.90%,1048.0,18.0,1.72%,358.62
May,19,12:00,59.13%,1061.0,31.0,2.92%,349.22
May,19,12:30,25.59%,1067.0,51.0,4.78%,349.54
May,19,13:00,46.07%,1046.0,15.0,1.43%,353.8
May,19,13:30,92.99%,1044.0,2.0,0.19%,356.62
May,19,14:00,67.18%,1064.0,16.0,1.50%,356.41
May,19,14:30,75.80%,1060.0,23.0,2.17%,357.48
May,19,15:00,98.64%,1031.0,4.0,0.39%,331.11
May,19,15:30,99.08%,1086.0,1.0,0.09%,337.76
May,19,16:00,99.25%,1064.0,3.0,0.28%,370.16
May,19,16:30,99.22%,1034.0,2.0,0.19%,360.47
May,19,17:00,94.65%,936.0,1.0,0.11%,349.14
May,19,17:30,98.52%,878.0,1.0,0.11%,333.04
May,19,18:00,93.91%,814.0,9.0,1.11%,345.77
May,19,18:30,59.66%,726.0,12.0,1.65%,364.04
May,19,19:00,85.99%,634.0,6.0,0.95%,374.04
May,19,19:30,77.83%,609.0,9.0,1.48%,347.48
May,19,20:00,86.11%,513.0,2.0,0.39%,349.84
May,19,20:30,98.77%,410.0,2.0,0.49%,312.31
May,19,21:00,93.55%,343.0,2.0,0.58%,365.13
May,19,21:30,99.07%,322.0,1.0,0.31%,319.17
May,19,22:00,97.83%,232.0,2.0,0.86%,364.56
May,19,22:30,99.46%,185.0,0.0,0.00%,340.09
May,19,23:00,100.00%,126.0,0.0,0.00%,334.63
May,19,23:30,98.97%,97.0,0.0,0.00%,352.14
May,20,0:00,100.00%,72.0,0.0,0.00%,356.86
May,20,0:30,100.00%,45.0,0.0,0.00%,347.89
May,20,1:00,100.00%,27.0,0.0,0.00%,371.0
May,20,1:30,100.00%,24.0,1.0,4.17%,336.22
May,20,2:00,71.43%,22.0,1.0,4.55%,329.43
May,20,2:30,100.00%,15.0,0.0,0.00%,383.87
May,20,3:00,100.00%,15.0,1.0,6.67%,315.0
May,20,3:30,100.00%,13.0,0.0,0.00%,222.08
May,20,4:00,100.00%,9.0,0.0,0.00%,285.33
May,20,4:30,100.00%,5.0,0.0,0.00%,210.0
May,20,5:00,100.00%,6.0,1.0,16.67%,342.2
May,20,5:30,100.00%,13.0,0.0,0.00%,317.23
May,20,6:00,100.00%,30.0,1.0,3.33%,284.21
May,20,6:30,100.00%,44.0,1.0,2.27%,250.79
May,20,7:00,98.82%,86.0,1.0,1.16%,292.65
May,20,7:30,93.71%,143.0,0.0,0.00%,275.47
May,20,8:00,91.51%,261.0,2.0,0.77%,287.0
May,20,8:30,89.52%,335.0,1.0,0.30%,309.69
May,20,9:00,99.81%,522.0,3.0,0.57%,308.13
May,20,9:30,98.91%,644.0,3.0,0.47%,340.08
May,20,10:00,98.79%,751.0,5.0,0.67%,318.56
May,20,10:30,56.42%,853.0,27.0,3.17%,340.97
May,20,11:00,72.78%,942.0,9.0,0.96%,335.41
May,20,11:30,95.42%,945.0,7.0,0.74%,349.87
May,20,12:00,69.00%,985.0,27.0,2.74%,322.09
May,20,12:30,28.64%,898.0,46.0,5.12%,369.05
May,20,13:00,59.34%,993.0,24.0,2.42%,359.15
May,20,13:30,32.56%,925.0,68.0,7.35%,362.39
May,20,14:00,63.88%,1016.0,11.0,1.08%,366.58
May,20,14:30,89.11%,961.0,6.0,0.62%,360.74
May,20,15:00,97.96%,932.0,2.0,0.21%,353.76
May,20,15:30,98.95%,949.0,0.0,0.00%,343.19
May,20,16:00,99.89%,949.0,2.0,0.21%,354.95
May,20,16:30,99.46%,925.0,1.0,0.11%,360.47
May,20,17:00,99.88%,835.0,1.0,0.12%,369.68
May,20,17:30,99.37%,788.0,0.0,0.00%,346.74
May,20,18:00,97.64%,765.0,2.0,0.26%,356.03
May,20,18:30,98.79%,661.0,2.0,0.30%,336.19
May,20,19:00,99.30%,574.0,2.0,0.35%,363.4
May,20,19:30,98.67%,528.0,0.0,0.00%,335.53
May,20,20:00,92.04%,470.0,5.0,1.06%,350.64
May,20,20:30,97.87%,424.0,2.0,0.47%,344.9
May,20,21:00,98.88%,361.0,4.0,1.11%,349.13
May,20,21:30,99.29%,283.0,0.0,0.00%,358.52
May,20,22:00,97.33%,263.0,1.0,0.38%,336.06
May,20,22:30,98.08%,208.0,0.0,0.00%,378.48
May,20,23:00,100.00%,140.0,0.0,0.00%,312.99
May,20,23:30,100.00%,94.0,0.0,0.00%,328.0
May,21,0:00,98.51%,67.0,0.0,0.00%,359.91
May,21,0:30,100.00%,46.0,0.0,0.00%,333.59
May,21,1:00,100.00%,42.0,0.0,0.00%,362.98
May,21,1:30,100.00%,21.0,0.0,0.00%,357.38
May,21,2:00,100.00%,19.0,0.0,0.00%,253.74
May,21,2:30,97.67%,45.0,2.0,4.44%,173.4
May,21,3:00,100.00%,20.0,1.0,5.00%,318.84
May,21,3:30,100.00%,10.0,0.0,0.00%,441.3
May,21,4:00,100.00%,9.0,0.0,0.00%,205.44
May,21,4:30,100.00%,14.0,0.0,0.00%,258.71
May,21,5:00,100.00%,8.0,0.0,0.00%,220.88
May,21,5:30,100.00%,20.0,0.0,0.00%,227.45
May,21,6:00,88.57%,35.0,0.0,0.00%,318.06
May,21,6:30,98.15%,56.0,2.0,3.57%,246.09
May,21,7:00,98.89%,90.0,0.0,0.00%,272.97
May,21,7:30,99.26%,136.0,1.0,0.74%,287.87
May,21,8:00,98.38%,247.0,0.0,0.00%,295.26
May,21,8:30,96.59%,355.0,3.0,0.85%,288.37
May,21,9:00,98.82%,508.0,1.0,0.20%,298.04
May,21,9:30,92.78%,667.0,16.0,2.40%,321.05
May,21,10:00,92.54%,798.0,7.0,0.88%,324.67
May,21,10:30,40.60%,871.0,41.0,4.71%,335.35
May,21,11:00,53.18%,951.0,22.0,2.31%,349.65
May,21,11:30,88.06%,1002.0,14.0,1.40%,339.43
May,21,12:00,82.62%,949.0,11.0,1.16%,332.88
May,21,12:30,71.93%,958.0,14.0,1.46%,328.82
May,21,13:00,99.15%,942.0,2.0,0.21%,340.64
May,21,13:30,85.03%,959.0,4.0,0.42%,346.93
May,21,14:00,99.09%,883.0,1.0,0.11%,358.42
May,21,14:30,99.35%,930.0,2.0,0.22%,350.29
May,21,15:00,99.89%,915.0,1.0,0.11%,354.59
May,21,15:30,99.49%,986.0,2.0,0.20%,355.59
May,21,16:00,97.66%,944.0,2.0,0.21%,364.54
May,21,16:30,100.00%,925.0,0.0,0.00%,351.21
May,21,17:00,99.76%,828.0,1.0,0.12%,332.71
May,21,17:30,64.83%,785.0,23.0,2.93%,373.57
May,21,18:00,74.97%,742.0,7.0,0.94%,357.92
May,21,18:30,97.51%,685.0,1.0,0.15%,344.16
May,21,19:00,99.62%,531.0,1.0,0.19%,350.53
May,21,19:30,92.80%,491.0,5.0,1.02%,357.2
May,21,20:00,95.61%,433.0,0.0,0.00%,343.37
May,21,20:30,97.75%,357.0,1.0,0.28%,357.91
May,21,21:00,93.31%,300.0,1.0,0.33%,375.97
May,21,21:30,100.00%,268.0,0.0,0.00%,331.33
May,21,22:00,75.35%,221.0,6.0,2.71%,342.93
May,21,22:30,97.58%,165.0,0.0,0.00%,343.73
May,21,23:00,100.00%,134.0,0.0,0.00%,293.14
May,21,23:30,100.00%,99.0,0.0,0.00%,353.76
May,22,0:00,100.00%,79.0,0.0,0.00%,352.32
May,22,0:30,100.00%,59.0,0.0,0.00%,355.59
May,22,1:00,97.06%,34.0,0.0,0.00%,272.06
May,22,1:30,100.00%,20.0,0.0,0.00%,525.05
May,22,2:00,94.12%,18.0,1.0,5.56%,271.94
May,22,2:30,100.00%,18.0,0.0,0.00%,176.33
May,22,3:00,100.00%,8.0,0.0,0.00%,408.5
May,22,3:30,100.00%,11.0,0.0,0.00%,379.0
May,22,4:00,92.31%,13.0,0.0,0.00%,321.54
May,22,4:30,40.00%,11.0,1.0,9.09%,469.3
May,22,5:00,37.50%,19.0,3.0,15.79%,461.88
May,22,5:30,84.62%,14.0,1.0,7.14%,268.38
May,22,6:00,91.30%,23.0,0.0,0.00%,312.22
May,22,6:30,97.44%,39.0,0.0,0.00%,296.64
May,22,7:00,100.00%,79.0,0.0,0.00%,262.95
May,22,7:30,97.79%,137.0,1.0,0.73%,239.65
May,22,8:00,94.64%,261.0,0.0,0.00%,294.65
May,22,8:30,99.73%,371.0,0.0,0.00%,295.11
May,22,9:00,98.67%,529.0,2.0,0.38%,313.06
May,22,9:30,98.32%,654.0,1.0,0.15%,316.22
May,22,10:00,99.33%,745.0,1.0,0.13%,316.39
May,22,10:30,99.23%,783.0,3.0,0.38%,335.03
May,22,11:00,99.64%,836.0,0.0,0.00%,334.75
May,22,11:30,93.29%,871.0,7.0,0.80%,324.87
May,22,12:00,84.78%,841.0,13.0,1.55%,340.73
May,22,12:30,67.23%,914.0,23.0,2.52%,344.92
May,22,13:00,78.51%,919.0,7.0,0.76%,359.04
May,22,13:30,98.76%,809.0,1.0,0.12%,339.63
May,22,14:00,98.33%,902.0,2.0,0.22%,334.85
May,22,14:30,53.54%,911.0,35.0,3.84%,333.75
May,22,15:00,76.17%,879.0,6.0,0.68%,342.56
May,22,15:30,99.65%,858.0,1.0,0.12%,342.51
May,22,16:00,99.16%,839.0,2.0,0.24%,362.76
May,22,16:30,98.92%,836.0,3.0,0.36%,341.88
May,22,17:00,93.10%,789.0,6.0,0.76%,351.72
May,22,17:30,84.68%,734.0,3.0,0.41%,331.23
May,22,18:00,72.89%,643.0,16.0,2.49%,334.95
May,22,18:30,97.72%,569.0,0.0,0.00%,344.38
May,22,19:00,88.98%,513.0,5.0,0.97%,330.73
May,22,19:30,58.98%,467.0,16.0,3.43%,361.89
May,22,20:00,28.74%,436.0,22.0,5.05%,369.4
May,22,20:30,61.56%,402.0,4.0,1.00%,345.97
May,22,21:00,97.65%,298.0,0.0,0.00%,388.2
May,22,21:30,100.00%,247.0,0.0,0.00%,367.83
May,22,22:00,100.00%,231.0,0.0,0.00%,341.79
May,22,22:30,99.43%,175.0,0.0,0.00%,338.82
May,22,23:00,100.00%,118.0,0.0,0.00%,327.46
May,22,23:30,100.00%,101.0,1.0,0.99%,355.11
May,23,0:00,100.00%,77.0,0.0,0.00%,310.7
May,23,0:30,100.00%,51.0,0.0,0.00%,339.67
May,23,1:00,97.06%,35.0,1.0,2.86%,370.62
May,23,1:30,100.00%,41.0,0.0,0.00%,248.1
May,23,2:00,100.00%,19.0,1.0,5.26%,434.72
May,23,2:30,100.00%,15.0,0.0,0.00%,339.27
May,23,3:00,100.00%,6.0,0.0,0.00%,706.67
May,23,3:30,100.00%,12.0,0.0,0.00%,427.25
May,23,4:00,100.00%,6.0,0.0,0.00%,277.83
May,23,4:30,100.00%,12.0,0.0,0.00%,261.58
May,23,5:00,100.00%,17.0,1.0,5.88%,353.31
May,23,5:30,53.85%,17.0,4.0,23.53%,339.23
May,23,6:00,86.67%,30.0,0.0,0.00%,276.53
May,23,6:30,93.48%,47.0,1.0,2.13%,252.89
May,23,7:00,97.33%,75.0,0.0,0.00%,264.87
May,23,7:30,97.76%,135.0,1.0,0.74%,274.05
May,23,8:00,98.87%,267.0,1.0,0.37%,316.27
May,23,8:30,99.21%,381.0,0.0,0.00%,342.61
May,23,9:00,99.59%,485.0,2.0,0.41%,315.63
May,23,9:30,99.08%,652.0,3.0,0.46%,299.55
May,23,10:00,93.76%,707.0,2.0,0.28%,310.7
May,23,10:30,89.69%,745.0,8.0,1.07%,349.37
May,23,11:00,85.29%,809.0,0.0,0.00%,323.1
May,23,11:30,90.99%,897.0,9.0,1.00%,336.63
May,23,12:00,63.64%,889.0,9.0,1.01%,333.69
May,23,12:30,89.18%,873.0,4.0,0.46%,329.3
May,23,13:00,81.65%,868.0,7.0,0.81%,347.89
May,23,13:30,89.74%,854.0,6.0,0.70%,343.77
May,23,14:00,99.09%,885.0,5.0,0.56%,350.68
May,23,14:30,91.40%,917.0,10.0,1.09%,357.31
May,23,15:00,83.09%,815.0,46.0,5.64%,354.38
May,23,15:30,34.46%,772.0,238.0,30.83%,339.53
May,23,16:00,27.26%,971.0,197.0,20.29%,322.12
May,23,16:30,29.15%,876.0,56.0,6.39%,362.75
May,23,17:00,48.86%,816.0,24.0,2.94%,345.76
May,23,17:30,99.12%,683.0,1.0,0.15%,346.45
May,23,18:00,97.59%,586.0,6.0,1.02%,361.22
May,23,18:30,84.09%,576.0,4.0,0.69%,324.09
May,23,19:00,98.45%,518.0,1.0,0.19%,344.19
May,23,19:30,100.00%,439.0,0.0,0.00%,316.59
May,23,20:00,76.71%,401.0,6.0,1.50%,344.77
May,23,20:30,98.75%,321.0,1.0,0.31%,323.67
May,23,21:00,99.63%,269.0,0.0,0.00%,341.28
May,23,21:30,100.00%,230.0,0.0,0.00%,374.39
May,23,22:00,99.42%,172.0,0.0,0.00%,292.0
May,23,22:30,100.00%,159.0,0.0,0.00%,339.89
May,23,23:00,100.00%,106.0,0.0,0.00%,353.74
May,23,23:30,100.00%,85.0,0.0,0.00%,268.51
May,24,0:00,100.00%,52.0,0.0,0.00%,272.35
May,24,0:30,100.00%,44.0,0.0,0.00%,352.27
May,24,1:00,100.00%,29.0,0.0,0.00%,259.66
May,24,1:30,100.00%,23.0,0.0,0.00%,291.26
May,24,2:00,93.75%,16.0,0.0,0.00%,291.5
May,24,2:30,100.00%,14.0,0.0,0.00%,284.14
May,24,3:00,100.00%,6.0,0.0,0.00%,680.17
May,24,3:30,100.00%,9.0,0.0,0.00%,260.89
May,24,4:00,100.00%,9.0,0.0,0.00%,355.22
May,24,4:30,100.00%,7.0,0.0,0.00%,389.43
May,24,5:00,100.00%,9.0,0.0,0.00%,399.0
May,24,5:30,100.00%,10.0,0.0,0.00%,507.9
May,24,6:00,100.00%,14.0,0.0,0.00%,308.93
May,24,6:30,97.30%,37.0,0.0,0.00%,324.32
May,24,7:00,100.00%,56.0,1.0,1.79%,233.13
May,24,7:30,93.98%,84.0,1.0,1.19%,278.8
May,24,8:00,92.51%,187.0,0.0,0.00%,239.49
May,24,8:30,99.57%,233.0,0.0,0.00%,308.4
May,24,9:00,100.00%,343.0,1.0,0.29%,294.07
May,24,9:30,100.00%,392.0,2.0,0.51%,321.1
May,24,14:00,65.89%,614.0,16.0,2.61%,339.1
May,24,14:30,36.01%,580.0,33.0,5.69%,331.42
May,24,15:00,95.51%,534.0,0.0,0.00%,366.24
May,24,15:30,100.00%,545.0,0.0,0.00%,327.61
May,24,16:00,99.81%,523.0,1.0,0.19%,337.46
May,24,16:30,100.00%,437.0,1.0,0.23%,328.0
May,24,17:00,100.00%,407.0,0.0,0.00%,325.37
May,24,17:30,98.96%,482.0,0.0,0.00%,342.48
May,24,18:00,96.59%,412.0,1.0,0.24%,332.49
May,24,18:30,100.00%,336.0,1.0,0.30%,353.32
May,24,19:00,100.00%,309.0,0.0,0.00%,295.0
May,24,19:30,96.23%,292.0,0.0,0.00%,317.33
May,24,20:00,70.04%,273.0,6.0,2.20%,354.28
May,24,20:30,97.44%,235.0,1.0,0.43%,317.2
May,24,21:00,97.06%,205.0,1.0,0.49%,337.15
May,24,21:30,99.42%,172.0,0.0,0.00%,305.66
May,24,22:00,99.15%,117.0,0.0,0.00%,340.12
May,24,22:30,94.23%,104.0,0.0,0.00%,299.43
May,24,23:00,98.53%,68.0,0.0,0.00%,354.93
May,24,23:30,100.00%,77.0,0.0,0.00%,315.03
May,25,0:00,97.67%,44.0,1.0,2.27%,234.33
May,25,0:30,97.37%,38.0,0.0,0.00%,359.5
May,25,1:00,100.00%,23.0,1.0,4.35%,273.55
May,25,1:30,96.15%,26.0,0.0,0.00%,276.88
May,25,2:00,100.00%,15.0,0.0,0.00%,294.53
May,25,2:30,90.91%,11.0,0.0,0.00%,277.82
May,25,3:00,94.74%,19.0,0.0,0.00%,230.89
May,25,3:30,84.62%,13.0,0.0,0.00%,374.62
May,25,4:00,100.00%,8.0,0.0,0.00%,311.13
May,25,4:30,100.00%,3.0,0.0,0.00%,131.67
May,25,5:00,100.00%,6.0,0.0,0.00%,162.5
May,25,5:30,100.00%,6.0,0.0,0.00%,195.17
May,25,6:00,100.00%,23.0,0.0,0.00%,211.09
May,25,6:30,100.00%,21.0,1.0,4.76%,228.25
May,25,7:00,100.00%,31.0,0.0,0.00%,269.42
May,25,7:30,96.43%,56.0,0.0,0.00%,211.75
May,25,8:00,100.00%,90.0,0.0,0.00%,257.62
May,25,8:30,100.00%,130.0,1.0,0.77%,292.81
May,25,9:00,100.00%,171.0,0.0,0.00%,300.23
May,25,9:30,100.00%,177.0,1.0,0.56%,255.85
May,25,10:00,99.63%,268.0,1.0,0.37%,291.28
May,25,10:30,99.31%,290.0,1.0,0.34%,294.93
May,25,11:00,99.66%,292.0,0.0,0.00%,301.61
May,25,11:30,100.00%,336.0,0.0,0.00%,281.09
May,25,12:00,100.00%,357.0,1.0,0.28%,303.64
May,25,12:30,100.00%,352.0,1.0,0.28%,286.73
May,25,13:00,100.00%,389.0,1.0,0.26%,308.19
May,25,13:30,100.00%,348.0,1.0,0.29%,291.4
May,25,14:00,99.70%,334.0,0.0,0.00%,313.79
May,25,14:30,100.00%,370.0,2.0,0.54%,321.2
May,25,15:00,99.74%,390.0,0.0,0.00%,322.71
May,25,15:30,99.72%,358.0,0.0,0.00%,322.8
May,25,16:00,100.00%,353.0,0.0,0.00%,312.13
May,25,16:30,99.72%,359.0,0.0,0.00%,295.62
May,25,17:00,100.00%,298.0,0.0,0.00%,313.86
May,25,17:30,99.69%,327.0,1.0,0.31%,293.76
May,25,18:00,100.00%,257.0,0.0,0.00%,310.02
May,25,18:30,100.00%,223.0,0.0,0.00%,346.08
May,25,19:00,100.00%,235.0,0.0,0.00%,310.48
May,25,19:30,100.00%,192.0,0.0,0.00%,308.55
May,25,20:00,98.90%,181.0,0.0,0.00%,298.76
May,25,20:30,99.42%,171.0,0.0,0.00%,310.96
May,25,21:00,100.00%,126.0,0.0,0.00%,255.95
May,25,21:30,100.00%,123.0,0.0,0.00%,305.6
May,25,22:00,100.00%,103.0,0.0,0.00%,303.98
May,25,22:30,100.00%,111.0,0.0,0.00%,306.8
May,25,23:00,100.00%,90.0,0.0,0.00%,274.78
May,25,23:30,100.00%,64.0,0.0,0.00%,304.27
May,26,0:00,100.00%,54.0,0.0,0.00%,332.65
May,26,0:30,100.00%,41.0,0.0,0.00%,332.12
May,26,1:00,100.00%,37.0,0.0,0.00%,318.78
May,26,1:30,100.00%,23.0,0.0,0.00%,342.3
May,26,2:00,91.67%,12.0,0.0,0.00%,256.42
May,26,2:30,66.67%,12.0,0.0,0.00%,362.33
May,26,3:00,100.00%,6.0,0.0,0.00%,315.83
May,26,3:30,100.00%,11.0,0.0,0.00%,246.45
May,26,4:00,100.00%,12.0,0.0,0.00%,304.42
May,26,4:30,100.00%,5.0,0.0,0.00%,272.2
May,26,5:00,100.00%,11.0,0.0,0.00%,396.18
May,26,5:30,100.00%,9.0,0.0,0.00%,355.11
May,26,6:00,90.00%,10.0,0.0,0.00%,229.7
May,26,6:30,100.00%,27.0,0.0,0.00%,430.67
May,26,7:00,97.37%,38.0,0.0,0.00%,212.24
May,26,7:30,100.00%,77.0,0.0,0.00%,277.96
May,26,8:00,99.30%,143.0,1.0,0.70%,251.13
May,26,8:30,99.49%,197.0,0.0,0.00%,292.66
May,26,9:00,99.60%,253.0,0.0,0.00%,264.07
May,26,9:30,98.74%,318.0,0.0,0.00%,341.87
May,26,10:00,98.69%,382.0,0.0,0.00%,305.77
May,26,10:30,99.78%,448.0,0.0,0.00%,296.87
May,26,11:00,100.00%,498.0,0.0,0.00%,325.21
May,26,11:30,97.97%,494.0,1.0,0.20%,310.84
May,26,12:00,97.43%,547.0,2.0,0.37%,304.31
May,26,12:30,95.71%,516.0,3.0,0.58%,292.78
May,26,13:00,99.19%,494.0,0.0,0.00%,310.22
May,26,13:30,100.00%,470.0,0.0,0.00%,346.83
